      #Energy        TDOS
     -19.42261       0.00000
     -19.41161       0.00000
     -19.40061       0.00000
     -19.38961       0.00000
     -19.37761       0.00000
     -19.36661       0.00000
     -19.35561       0.00000
     -19.34461       0.00000
     -19.33361       0.00000
     -19.32261       0.00000
     -19.31161       0.00000
     -19.30061       0.00000
     -19.28861       0.00000
     -19.27761       0.00000
     -19.26661       0.00000
     -19.25561       0.00000
     -19.24461       0.00000
     -19.23361       0.00000
     -19.22261       0.00000
     -19.21161       0.00000
     -19.19961       0.00000
     -19.18861       0.00000
     -19.17761       0.00000
     -19.16661       0.00000
     -19.15561       0.00000
     -19.14461       0.00000
     -19.13361       0.00000
     -19.12261       0.00000
     -19.11061       0.00000
     -19.09961       0.00000
     -19.08861       0.00000
     -19.07761       0.00000
     -19.06661       0.00000
     -19.05561       0.00000
     -19.04461       0.00000
     -19.03361       0.00000
     -19.02261       0.00000
     -19.01061       0.00000
     -18.99961       0.00000
     -18.98861       0.00000
     -18.97761       0.00000
     -18.96661       0.00000
     -18.95561       0.00000
     -18.94461       0.00000
     -18.93361       0.00000
     -18.92161       0.00000
     -18.91061       0.00000
     -18.89961       0.00000
     -18.88861       0.00000
     -18.87761       0.00000
     -18.86661       0.00000
     -18.85561       0.00000
     -18.84461       0.00000
     -18.83261       0.00000
     -18.82161       0.00000
     -18.81061       0.00000
     -18.79961       0.00000
     -18.78861       0.00000
     -18.77761       0.00000
     -18.76661       0.00000
     -18.75561       0.00000
     -18.74361       0.00000
     -18.73261       0.00000
     -18.72161       0.00000
     -18.71061       0.00000
     -18.69961       0.00000
     -18.68861       0.00000
     -18.67761       0.00000
     -18.66661       0.00000
     -18.65461       0.00000
     -18.64361       0.00000
     -18.63261       0.00000
     -18.62161       0.00000
     -18.61061       0.00000
     -18.59961       0.00000
     -18.58861       0.00000
     -18.57761       0.00000
     -18.56561       0.00000
     -18.55461       0.00000
     -18.54361       0.00000
     -18.53261       0.00000
     -18.52161       0.00000
     -18.51061       0.00000
     -18.49961       0.00000
     -18.48861       0.00000
     -18.47661       0.00000
     -18.46561       0.00000
     -18.45461       0.00000
     -18.44361       0.00000
     -18.43261       0.00000
     -18.42161       0.00000
     -18.41061       0.00000
     -18.39961       0.00000
     -18.38761       0.00000
     -18.37661       0.00000
     -18.36561       0.00000
     -18.35461       0.00000
     -18.34361       0.00000
     -18.33261       0.00000
     -18.32161       0.00000
     -18.31061       0.00000
     -18.29861       0.00000
     -18.28761       0.00000
     -18.27661       0.00000
     -18.26561       0.00000
     -18.25461       0.00000
     -18.24361       0.00000
     -18.23261       0.00000
     -18.22161       0.00000
     -18.20961       0.00000
     -18.19861       0.00000
     -18.18761       0.00000
     -18.17661       0.00000
     -18.16561       0.00000
     -18.15461       0.00000
     -18.14361       0.00000
     -18.13261       0.00000
     -18.12061       0.00000
     -18.10961       0.00000
     -18.09861       0.00000
     -18.08761       0.00000
     -18.07661       0.00000
     -18.06561       0.00000
     -18.05461       0.00000
     -18.04361       0.00000
     -18.03261       0.00000
     -18.02061       0.00000
     -18.00961       0.00000
     -17.99861       0.00000
     -17.98761       0.00000
     -17.97661       0.00000
     -17.96561       0.00000
     -17.95461       0.00000
     -17.94361       0.00000
     -17.93161       0.00000
     -17.92061       0.00000
     -17.90961       0.00000
     -17.89861       0.00000
     -17.88761       0.00000
     -17.87661       0.00000
     -17.86561       0.00000
     -17.85461       0.00000
     -17.84261       0.00000
     -17.83161       0.00000
     -17.82061       0.00000
     -17.80961       0.00000
     -17.79861       0.00000
     -17.78761       0.00000
     -17.77661       0.00000
     -17.76561       0.00000
     -17.75361       0.00000
     -17.74261       0.00000
     -17.73161       0.00000
     -17.72061       0.00000
     -17.70961       0.00000
     -17.69861       0.00000
     -17.68761       0.00000
     -17.67661       0.00000
     -17.66461       0.00000
     -17.65361       0.00000
     -17.64261       0.00000
     -17.63161       0.00000
     -17.62061       0.00000
     -17.60961       0.00000
     -17.59861       0.00000
     -17.58761       0.00000
     -17.57561       0.00000
     -17.56461       0.00000
     -17.55361       0.00000
     -17.54261       0.00000
     -17.53161       0.00000
     -17.52061       0.00000
     -17.50961       0.00000
     -17.49861       0.00000
     -17.48661       0.00000
     -17.47561       0.00000
     -17.46461       0.00000
     -17.45361       0.00000
     -17.44261       0.00000
     -17.43161       0.00000
     -17.42061       0.00000
     -17.40961       0.00000
     -17.39761       0.00000
     -17.38661       0.00000
     -17.37561       0.00000
     -17.36461       0.00000
     -17.35361       0.00000
     -17.34261       0.00000
     -17.33161       0.00000
     -17.32061       0.00000
     -17.30861       0.00000
     -17.29761       0.00000
     -17.28661       0.00000
     -17.27561       0.00000
     -17.26461       0.00000
     -17.25361       0.00000
     -17.24261       0.00000
     -17.23161       0.00000
     -17.21961       0.00000
     -17.20861       0.00000
     -17.19761       0.00000
     -17.18661       0.00000
     -17.17561       0.00000
     -17.16461       0.00000
     -17.15361       0.00000
     -17.14261       0.00000
     -17.13061       0.00000
     -17.11961       0.00000
     -17.10861       0.00000
     -17.09761       0.00000
     -17.08661       0.00000
     -17.07561       0.00000
     -17.06461       0.00000
     -17.05361       0.00000
     -17.04161       0.00000
     -17.03061       0.00000
     -17.01961       0.00000
     -17.00861       0.00000
     -16.99761       0.00000
     -16.98661       0.00000
     -16.97561       0.00000
     -16.96461       0.00000
     -16.95361       0.00000
     -16.94161       0.00000
     -16.93061       0.00000
     -16.91961       0.00000
     -16.90861       0.00000
     -16.89761       0.00000
     -16.88661       0.00000
     -16.87561       0.00000
     -16.86461       0.00000
     -16.85261       0.00000
     -16.84161       0.00000
     -16.83061       0.00000
     -16.81961       0.00000
     -16.80861       0.00000
     -16.79761       0.00000
     -16.78661       0.00000
     -16.77561       0.00000
     -16.76361       0.00000
     -16.75261       0.00000
     -16.74161       0.00000
     -16.73061       0.00000
     -16.71961       0.00000
     -16.70861       0.00000
     -16.69761       0.00000
     -16.68661       0.00000
     -16.67461       0.00000
     -16.66361       0.00000
     -16.65261       0.00000
     -16.64161       0.00000
     -16.63061       0.00000
     -16.61961       0.00000
     -16.60861       0.00000
     -16.59761       0.00000
     -16.58561       0.00000
     -16.57461       0.00000
     -16.56361       0.00000
     -16.55261       0.00000
     -16.54161       0.00000
     -16.53061       0.00000
     -16.51961       0.00000
     -16.50861       0.00000
     -16.49661       0.00000
     -16.48561       0.00000
     -16.47461       0.00000
     -16.46361       0.00000
     -16.45261       0.00000
     -16.44161       0.00000
     -16.43061       0.00000
     -16.41961       0.00000
     -16.40761       0.00000
     -16.39661       0.00000
     -16.38561       0.00000
     -16.37461       0.00000
     -16.36361       0.00000
     -16.35261       0.00000
     -16.34161       0.00000
     -16.33061       0.00000
     -16.31861       0.00000
     -16.30761       0.00000
     -16.29661       0.00000
     -16.28561       0.00000
     -16.27461       0.00000
     -16.26361       0.00000
     -16.25261       0.00000
     -16.24161       0.00000
     -16.22961       0.00000
     -16.21861       0.00000
     -16.20761       0.00000
     -16.19661       0.00000
     -16.18561       0.00000
     -16.17461       0.00000
     -16.16361       0.00000
     -16.15261       0.00000
     -16.14061       0.00000
     -16.12961       0.00000
     -16.11861       0.00000
     -16.10761       0.00000
     -16.09661       0.00000
     -16.08561       0.00000
     -16.07461       0.00000
     -16.06361       0.00000
     -16.05161       0.00000
     -16.04061       0.00000
     -16.02961       0.00000
     -16.01861       0.00000
     -16.00761       0.00000
     -15.99661       0.00000
     -15.98561       0.00000
     -15.97461       0.00000
     -15.96361       0.00000
     -15.95161       0.00000
     -15.94061       0.00000
     -15.92961       0.00000
     -15.91861       0.00000
